Commentaire,Sentiment
Pk autant de baisse ? Et ca veux pas directement repartir 🤦🏻‍♂️,Neutre
Moment d’acheter pour moi,Neutre
On achete maintenant et on vend a 72 ?,Neutre
Short tp68,Neutre
"Ca va faire la meme chose toute la semaine, session eu &gt; achat, session us &gt; vente, yoyo entre 68 et 69 avec point de vigilence si cassure jusqua jeudi..",Neutre
Achat,Neutre
lol,Positif
ouais j’etais parti sur 69 aussi,Neutre
Tp validé,Neutre
je ris jaune il me saoul ce pétrole,Neutre
🤣 faut le fuir il va chuter,Neutre
.618 fibo a voir si les americains vont pousser vers le haut ou tirer vers le bas..,Neutre
Vos avis pour cette semain ? 71 dans un premier temps ou continuation baissiere ? Ou on maintient le range,Neutre
"Ca pue la baisse a louverture americiane, en range 69,3 - 68,3 depuis 3j, surement en attente des annonces l’OPEC",Neutre
"Feder Feder comme écrit avant, si cassure des 68.2, serait un bon début pour aller chercher les 67.8 voir même la zone des 67.6 ou 67.5. Mais peut être pas aujourd'hui",Neutre
Je vois bien un mouvement violent sous les 68,Négatif
Mais j’ai ptre un biais baissier j’avou,Neutre
Ca va monter a 71 tenez vous pret demain on y sera,Neutre
"Allé je me mouille, demain on passe sous les 67 😳",Neutre
autant? Après cela reste envisageable,Neutre
Le lâché prise du vendredi …,Neutre
Consolidation,Neutre
"Pour ceux qui aiment le risque : short en dessous proche de 69.4 soit 69.2 par exemple avec un TP à 67.8, un SL à 69.8. Pour les plus prudents achat à 68 TP 71.1. Qu'en pensez vous ?",Neutre
70,Neutre
je ne pense pas mais qui sait ?,Neutre
Un rebond serait pas trop mal,Neutre
il commence à me faire douter,Neutre
"Bonjour à vous tous :) , j’ai une question ! Est ceque le wti descendra encore ?vous pensez qu’il vas atteindre les 63???",Positif
Moi je pense maximum 65,Neutre
"Si tu regardes en daily ça fait plusieurs fois qu’il bute sur 65, pas impossible que ce support soi cassé",Négatif
"Hello, quel est votre point de vue sur le wti? Vas T’il descendre encore plus?",Neutre
Bon ben là ça pue. Ça va dégringoler je crois bien,Neutre
J’aurais bien vu un 70 70.20 avec le rapport des stocks poir ensuite revoir 68.3 mais on a pas vu grand chose,Positif
"Je pensais comme toi, mais là je change mon fusil d’épaule car il n’a pas bougé",Neutre
il va bouger c’est sur mais la demande est vendeuse,Neutre
Il y a eu l accord d un cessez le feu israel cette nuit .. ca peut encore baisser je pense,Neutre
"Non c’est déjà pricé, il se prépare à remonter pour de bon. Enfin j’espère",Neutre
70.20 et tu vas voir tout le monde vas reprendre une vente a cette resistance et on vas revoir 68 on connait la musique depuis un moeme t,Neutre
On est parti pour une descente,Neutre
J’suis d’accord sur les fondamentaux mais il nous réserve tjs des surprises,Neutre
on aura un bon rapport des stock mais je suis persuadé que ca ne vas pas faire bouger de beaucoup le prix,Neutre
Wait and see,Neutre
logiquement ca va chercher mes 71,Neutre
"Le cessez le feu avance en Israël, on aura ptre droit à une dernière poussée haussière puis chute du cours…?",Neutre
L oracle !,Neutre
"Je vais tenter un petit achat, c’est risqué donc SL court",Neutre
On vient de combler un vide d'air bien visible sur le graph 1 an 🤗😂🤣,Neutre
"Aah de retour, toutes les petrolieres ont atteinte leurs supports et tu vois le wti monter en fleche dans quelques heures semaines mois ça na pas changé 😃",Neutre
Je le vois monter a 74,Neutre
le wti devient le gaz dans ses mouvements,Neutre
C’est quand meme bizard a chaque fois que l’on repart chercher en haut on redescend direct.,Positif
surtout qu'il n'a aucune raison de chuter autant,Neutre
claude chauvet cessez le feu au Liban et la production qui va augmenter bientôt,Neutre
Pk autant de baisse ? Et ca veux pas directement repartir 🤦🏻‍♂️,Neutre
Moment d’acheter pour moi,Neutre
On achete maintenant et on vend a 72 ?,Neutre
Short tp68,Neutre
"Ca va faire la meme chose toute la semaine, session eu &gt; achat, session us &gt; vente, yoyo entre 68 et 69 avec point de vigilence si cassure jusqua jeudi..",Neutre
Achat,Neutre
lol,Positif
ouais j’etais parti sur 69 aussi,Neutre
Tp validé,Neutre
je ris jaune il me saoul ce pétrole,Neutre
🤣 faut le fuir il va chuter,Neutre
.618 fibo a voir si les americains vont pousser vers le haut ou tirer vers le bas..,Neutre
Vos avis pour cette semain ? 71 dans un premier temps ou continuation baissiere ? Ou on maintient le range,Neutre
"Ca pue la baisse a louverture americiane, en range 69,3 - 68,3 depuis 3j, surement en attente des annonces l’OPEC",Neutre
"Feder Feder comme écrit avant, si cassure des 68.2, serait un bon début pour aller chercher les 67.8 voir même la zone des 67.6 ou 67.5. Mais peut être pas aujourd'hui",Neutre
Je vois bien un mouvement violent sous les 68,Négatif
Mais j’ai ptre un biais baissier j’avou,Neutre
Ca va monter a 71 tenez vous pret demain on y sera,Neutre
"Allé je me mouille, demain on passe sous les 67 😳",Neutre
autant? Après cela reste envisageable,Neutre
Le lâché prise du vendredi …,Neutre
Consolidation,Neutre
"Pour ceux qui aiment le risque : short en dessous proche de 69.4 soit 69.2 par exemple avec un TP à 67.8, un SL à 69.8. Pour les plus prudents achat à 68 TP 71.1. Qu'en pensez vous ?",Neutre
70,Neutre
je ne pense pas mais qui sait ?,Neutre
Un rebond serait pas trop mal,Neutre
il commence à me faire douter,Neutre
"Bonjour à vous tous :) , j’ai une question ! Est ceque le wti descendra encore ?vous pensez qu’il vas atteindre les 63???",Positif
Moi je pense maximum 65,Neutre
"Si tu regardes en daily ça fait plusieurs fois qu’il bute sur 65, pas impossible que ce support soi cassé",Négatif
"Hello, quel est votre point de vue sur le wti? Vas T’il descendre encore plus?",Neutre
Bon ben là ça pue. Ça va dégringoler je crois bien,Neutre
J’aurais bien vu un 70 70.20 avec le rapport des stocks poir ensuite revoir 68.3 mais on a pas vu grand chose,Positif
"Je pensais comme toi, mais là je change mon fusil d’épaule car il n’a pas bougé",Neutre
il va bouger c’est sur mais la demande est vendeuse,Neutre
Il y a eu l accord d un cessez le feu israel cette nuit .. ca peut encore baisser je pense,Neutre
"Non c’est déjà pricé, il se prépare à remonter pour de bon. Enfin j’espère",Neutre
70.20 et tu vas voir tout le monde vas reprendre une vente a cette resistance et on vas revoir 68 on connait la musique depuis un moeme t,Neutre
On est parti pour une descente,Neutre
J’suis d’accord sur les fondamentaux mais il nous réserve tjs des surprises,Neutre
on aura un bon rapport des stock mais je suis persuadé que ca ne vas pas faire bouger de beaucoup le prix,Neutre
Wait and see,Neutre
logiquement ca va chercher mes 71,Neutre
"Le cessez le feu avance en Israël, on aura ptre droit à une dernière poussée haussière puis chute du cours…?",Neutre
L oracle !,Neutre
"Je vais tenter un petit achat, c’est risqué donc SL court",Neutre
On vient de combler un vide d'air bien visible sur le graph 1 an 🤗😂🤣,Neutre
"Aah de retour, toutes les petrolieres ont atteinte leurs supports et tu vois le wti monter en fleche dans quelques heures semaines mois ça na pas changé 😃",Neutre
Je le vois monter a 74,Neutre
le wti devient le gaz dans ses mouvements,Neutre
C’est quand meme bizard a chaque fois que l’on repart chercher en haut on redescend direct.,Positif
surtout qu'il n'a aucune raison de chuter autant,Neutre
claude chauvet cessez le feu au Liban et la production qui va augmenter bientôt,Neutre
Pk autant de baisse ? Et ca veux pas directement repartir 🤦🏻‍♂️,Neutre
Moment d’acheter pour moi,Neutre
On achete maintenant et on vend a 72 ?,Neutre
Short tp68,Neutre
"Ca va faire la meme chose toute la semaine, session eu &gt; achat, session us &gt; vente, yoyo entre 68 et 69 avec point de vigilence si cassure jusqua jeudi..",Neutre
Achat,Neutre
lol,Positif
ouais j’etais parti sur 69 aussi,Neutre
Tp validé,Neutre
je ris jaune il me saoul ce pétrole,Neutre
🤣 faut le fuir il va chuter,Neutre
.618 fibo a voir si les americains vont pousser vers le haut ou tirer vers le bas..,Neutre
Vos avis pour cette semain ? 71 dans un premier temps ou continuation baissiere ? Ou on maintient le range,Neutre
"Ca pue la baisse a louverture americiane, en range 69,3 - 68,3 depuis 3j, surement en attente des annonces l’OPEC",Neutre
"Feder Feder comme écrit avant, si cassure des 68.2, serait un bon début pour aller chercher les 67.8 voir même la zone des 67.6 ou 67.5. Mais peut être pas aujourd'hui",Neutre
Je vois bien un mouvement violent sous les 68,Négatif
Mais j’ai ptre un biais baissier j’avou,Neutre
Ca va monter a 71 tenez vous pret demain on y sera,Neutre
"Allé je me mouille, demain on passe sous les 67 😳",Neutre
autant? Après cela reste envisageable,Neutre
Le lâché prise du vendredi …,Neutre
Consolidation,Neutre
"Pour ceux qui aiment le risque : short en dessous proche de 69.4 soit 69.2 par exemple avec un TP à 67.8, un SL à 69.8. Pour les plus prudents achat à 68 TP 71.1. Qu'en pensez vous ?",Neutre
70,Neutre
je ne pense pas mais qui sait ?,Neutre
Un rebond serait pas trop mal,Neutre
il commence à me faire douter,Neutre
"Bonjour à vous tous :) , j’ai une question ! Est ceque le wti descendra encore ?vous pensez qu’il vas atteindre les 63???",Positif
Moi je pense maximum 65,Neutre
"Si tu regardes en daily ça fait plusieurs fois qu’il bute sur 65, pas impossible que ce support soi cassé",Négatif
"Hello, quel est votre point de vue sur le wti? Vas T’il descendre encore plus?",Neutre
Bon ben là ça pue. Ça va dégringoler je crois bien,Neutre
J’aurais bien vu un 70 70.20 avec le rapport des stocks poir ensuite revoir 68.3 mais on a pas vu grand chose,Positif
"Je pensais comme toi, mais là je change mon fusil d’épaule car il n’a pas bougé",Neutre
il va bouger c’est sur mais la demande est vendeuse,Neutre
Il y a eu l accord d un cessez le feu israel cette nuit .. ca peut encore baisser je pense,Neutre
"Non c’est déjà pricé, il se prépare à remonter pour de bon. Enfin j’espère",Neutre
70.20 et tu vas voir tout le monde vas reprendre une vente a cette resistance et on vas revoir 68 on connait la musique depuis un moeme t,Neutre
On est parti pour une descente,Neutre
J’suis d’accord sur les fondamentaux mais il nous réserve tjs des surprises,Neutre
on aura un bon rapport des stock mais je suis persuadé que ca ne vas pas faire bouger de beaucoup le prix,Neutre
Wait and see,Neutre
logiquement ca va chercher mes 71,Neutre
"Le cessez le feu avance en Israël, on aura ptre droit à une dernière poussée haussière puis chute du cours…?",Neutre
L oracle !,Neutre
"Je vais tenter un petit achat, c’est risqué donc SL court",Neutre
On vient de combler un vide d'air bien visible sur le graph 1 an 🤗😂🤣,Neutre
"Aah de retour, toutes les petrolieres ont atteinte leurs supports et tu vois le wti monter en fleche dans quelques heures semaines mois ça na pas changé 😃",Neutre
Je le vois monter a 74,Neutre
le wti devient le gaz dans ses mouvements,Neutre
C’est quand meme bizard a chaque fois que l’on repart chercher en haut on redescend direct.,Positif
surtout qu'il n'a aucune raison de chuter autant,Neutre
claude chauvet cessez le feu au Liban et la production qui va augmenter bientôt,Neutre
Pk autant de baisse ? Et ca veux pas directement repartir 🤦🏻‍♂️,Neutre
Moment d’acheter pour moi,Neutre
On achete maintenant et on vend a 72 ?,Neutre
Short tp68,Neutre
"Ca va faire la meme chose toute la semaine, session eu &gt; achat, session us &gt; vente, yoyo entre 68 et 69 avec point de vigilence si cassure jusqua jeudi..",Neutre
Achat,Neutre
lol,Positif
ouais j’etais parti sur 69 aussi,Neutre
Tp validé,Neutre
je ris jaune il me saoul ce pétrole,Neutre
🤣 faut le fuir il va chuter,Neutre
.618 fibo a voir si les americains vont pousser vers le haut ou tirer vers le bas..,Neutre
Vos avis pour cette semain ? 71 dans un premier temps ou continuation baissiere ? Ou on maintient le range,Neutre
"Ca pue la baisse a louverture americiane, en range 69,3 - 68,3 depuis 3j, surement en attente des annonces l’OPEC",Neutre
"Feder Feder comme écrit avant, si cassure des 68.2, serait un bon début pour aller chercher les 67.8 voir même la zone des 67.6 ou 67.5. Mais peut être pas aujourd'hui",Neutre
Je vois bien un mouvement violent sous les 68,Négatif
Mais j’ai ptre un biais baissier j’avou,Neutre
Ca va monter a 71 tenez vous pret demain on y sera,Neutre
"Allé je me mouille, demain on passe sous les 67 😳",Neutre
autant? Après cela reste envisageable,Neutre
Le lâché prise du vendredi …,Neutre
Consolidation,Neutre
"Pour ceux qui aiment le risque : short en dessous proche de 69.4 soit 69.2 par exemple avec un TP à 67.8, un SL à 69.8. Pour les plus prudents achat à 68 TP 71.1. Qu'en pensez vous ?",Neutre
70,Neutre
je ne pense pas mais qui sait ?,Neutre
Un rebond serait pas trop mal,Neutre
il commence à me faire douter,Neutre
"Bonjour à vous tous :) , j’ai une question ! Est ceque le wti descendra encore ?vous pensez qu’il vas atteindre les 63???",Positif
Moi je pense maximum 65,Neutre
"Si tu regardes en daily ça fait plusieurs fois qu’il bute sur 65, pas impossible que ce support soi cassé",Négatif
"Hello, quel est votre point de vue sur le wti? Vas T’il descendre encore plus?",Neutre
Bon ben là ça pue. Ça va dégringoler je crois bien,Neutre
J’aurais bien vu un 70 70.20 avec le rapport des stocks poir ensuite revoir 68.3 mais on a pas vu grand chose,Positif
"Je pensais comme toi, mais là je change mon fusil d’épaule car il n’a pas bougé",Neutre
il va bouger c’est sur mais la demande est vendeuse,Neutre
Il y a eu l accord d un cessez le feu israel cette nuit .. ca peut encore baisser je pense,Neutre
"Non c’est déjà pricé, il se prépare à remonter pour de bon. Enfin j’espère",Neutre
70.20 et tu vas voir tout le monde vas reprendre une vente a cette resistance et on vas revoir 68 on connait la musique depuis un moeme t,Neutre
On est parti pour une descente,Neutre
J’suis d’accord sur les fondamentaux mais il nous réserve tjs des surprises,Neutre
on aura un bon rapport des stock mais je suis persuadé que ca ne vas pas faire bouger de beaucoup le prix,Neutre
Wait and see,Neutre
logiquement ca va chercher mes 71,Neutre
"Le cessez le feu avance en Israël, on aura ptre droit à une dernière poussée haussière puis chute du cours…?",Neutre
L oracle !,Neutre
"Je vais tenter un petit achat, c’est risqué donc SL court",Neutre
On vient de combler un vide d'air bien visible sur le graph 1 an 🤗😂🤣,Neutre
"Aah de retour, toutes les petrolieres ont atteinte leurs supports et tu vois le wti monter en fleche dans quelques heures semaines mois ça na pas changé 😃",Neutre
Je le vois monter a 74,Neutre
le wti devient le gaz dans ses mouvements,Neutre
C’est quand meme bizard a chaque fois que l’on repart chercher en haut on redescend direct.,Positif
surtout qu'il n'a aucune raison de chuter autant,Neutre
claude chauvet cessez le feu au Liban et la production qui va augmenter bientôt,Neutre
Pk autant de baisse ? Et ca veux pas directement repartir 🤦🏻‍♂️,Neutre
Moment d’acheter pour moi,Neutre
On achete maintenant et on vend a 72 ?,Neutre
Short tp68,Neutre
"Ca va faire la meme chose toute la semaine, session eu &gt; achat, session us &gt; vente, yoyo entre 68 et 69 avec point de vigilence si cassure jusqua jeudi..",Neutre
Achat,Neutre
lol,Positif
ouais j’etais parti sur 69 aussi,Neutre
Tp validé,Neutre
je ris jaune il me saoul ce pétrole,Neutre
🤣 faut le fuir il va chuter,Neutre
.618 fibo a voir si les americains vont pousser vers le haut ou tirer vers le bas..,Neutre
Vos avis pour cette semain ? 71 dans un premier temps ou continuation baissiere ? Ou on maintient le range,Neutre
"Ca pue la baisse a louverture americiane, en range 69,3 - 68,3 depuis 3j, surement en attente des annonces l’OPEC",Neutre
"Feder Feder comme écrit avant, si cassure des 68.2, serait un bon début pour aller chercher les 67.8 voir même la zone des 67.6 ou 67.5. Mais peut être pas aujourd'hui",Neutre
Je vois bien un mouvement violent sous les 68,Négatif
Mais j’ai ptre un biais baissier j’avou,Neutre
Ca va monter a 71 tenez vous pret demain on y sera,Neutre
"Allé je me mouille, demain on passe sous les 67 😳",Neutre
autant? Après cela reste envisageable,Neutre
Le lâché prise du vendredi …,Neutre
Consolidation,Neutre
"Pour ceux qui aiment le risque : short en dessous proche de 69.4 soit 69.2 par exemple avec un TP à 67.8, un SL à 69.8. Pour les plus prudents achat à 68 TP 71.1. Qu'en pensez vous ?",Neutre
70,Neutre
je ne pense pas mais qui sait ?,Neutre
Un rebond serait pas trop mal,Neutre
il commence à me faire douter,Neutre
"Bonjour à vous tous :) , j’ai une question ! Est ceque le wti descendra encore ?vous pensez qu’il vas atteindre les 63???",Positif
Moi je pense maximum 65,Neutre
"Si tu regardes en daily ça fait plusieurs fois qu’il bute sur 65, pas impossible que ce support soi cassé",Négatif
"Hello, quel est votre point de vue sur le wti? Vas T’il descendre encore plus?",Neutre
Bon ben là ça pue. Ça va dégringoler je crois bien,Neutre
J’aurais bien vu un 70 70.20 avec le rapport des stocks poir ensuite revoir 68.3 mais on a pas vu grand chose,Positif
"Je pensais comme toi, mais là je change mon fusil d’épaule car il n’a pas bougé",Neutre
il va bouger c’est sur mais la demande est vendeuse,Neutre
Il y a eu l accord d un cessez le feu israel cette nuit .. ca peut encore baisser je pense,Neutre
"Non c’est déjà pricé, il se prépare à remonter pour de bon. Enfin j’espère",Neutre
70.20 et tu vas voir tout le monde vas reprendre une vente a cette resistance et on vas revoir 68 on connait la musique depuis un moeme t,Neutre
On est parti pour une descente,Neutre
J’suis d’accord sur les fondamentaux mais il nous réserve tjs des surprises,Neutre
on aura un bon rapport des stock mais je suis persuadé que ca ne vas pas faire bouger de beaucoup le prix,Neutre
Wait and see,Neutre
logiquement ca va chercher mes 71,Neutre
"Le cessez le feu avance en Israël, on aura ptre droit à une dernière poussée haussière puis chute du cours…?",Neutre
L oracle !,Neutre
"Je vais tenter un petit achat, c’est risqué donc SL court",Neutre
On vient de combler un vide d'air bien visible sur le graph 1 an 🤗😂🤣,Neutre
"Aah de retour, toutes les petrolieres ont atteinte leurs supports et tu vois le wti monter en fleche dans quelques heures semaines mois ça na pas changé 😃",Neutre
Je le vois monter a 74,Neutre
le wti devient le gaz dans ses mouvements,Neutre
C’est quand meme bizard a chaque fois que l’on repart chercher en haut on redescend direct.,Positif
surtout qu'il n'a aucune raison de chuter autant,Neutre
claude chauvet cessez le feu au Liban et la production qui va augmenter bientôt,Neutre
Pk autant de baisse ? Et ca veux pas directement repartir 🤦🏻‍♂️,Neutre
Moment d’acheter pour moi,Neutre
On achete maintenant et on vend a 72 ?,Neutre
Short tp68,Neutre
"Ca va faire la meme chose toute la semaine, session eu &gt; achat, session us &gt; vente, yoyo entre 68 et 69 avec point de vigilence si cassure jusqua jeudi..",Neutre
Achat,Neutre
lol,Positif
ouais j’etais parti sur 69 aussi,Neutre
Tp validé,Neutre
je ris jaune il me saoul ce pétrole,Neutre
🤣 faut le fuir il va chuter,Neutre
.618 fibo a voir si les americains vont pousser vers le haut ou tirer vers le bas..,Neutre
Vos avis pour cette semain ? 71 dans un premier temps ou continuation baissiere ? Ou on maintient le range,Neutre
"Ca pue la baisse a louverture americiane, en range 69,3 - 68,3 depuis 3j, surement en attente des annonces l’OPEC",Neutre
"Feder Feder comme écrit avant, si cassure des 68.2, serait un bon début pour aller chercher les 67.8 voir même la zone des 67.6 ou 67.5. Mais peut être pas aujourd'hui",Neutre
Je vois bien un mouvement violent sous les 68,Négatif
Mais j’ai ptre un biais baissier j’avou,Neutre
Ca va monter a 71 tenez vous pret demain on y sera,Neutre
"Allé je me mouille, demain on passe sous les 67 😳",Neutre
autant? Après cela reste envisageable,Neutre
Le lâché prise du vendredi …,Neutre
Consolidation,Neutre
"Pour ceux qui aiment le risque : short en dessous proche de 69.4 soit 69.2 par exemple avec un TP à 67.8, un SL à 69.8. Pour les plus prudents achat à 68 TP 71.1. Qu'en pensez vous ?",Neutre
70,Neutre
je ne pense pas mais qui sait ?,Neutre
Un rebond serait pas trop mal,Neutre
il commence à me faire douter,Neutre
"Bonjour à vous tous :) , j’ai une question ! Est ceque le wti descendra encore ?vous pensez qu’il vas atteindre les 63???",Positif
Moi je pense maximum 65,Neutre
"Si tu regardes en daily ça fait plusieurs fois qu’il bute sur 65, pas impossible que ce support soi cassé",Négatif
"Hello, quel est votre point de vue sur le wti? Vas T’il descendre encore plus?",Neutre
Bon ben là ça pue. Ça va dégringoler je crois bien,Neutre
J’aurais bien vu un 70 70.20 avec le rapport des stocks poir ensuite revoir 68.3 mais on a pas vu grand chose,Positif
"Je pensais comme toi, mais là je change mon fusil d’épaule car il n’a pas bougé",Neutre
il va bouger c’est sur mais la demande est vendeuse,Neutre
Il y a eu l accord d un cessez le feu israel cette nuit .. ca peut encore baisser je pense,Neutre
"Non c’est déjà pricé, il se prépare à remonter pour de bon. Enfin j’espère",Neutre
70.20 et tu vas voir tout le monde vas reprendre une vente a cette resistance et on vas revoir 68 on connait la musique depuis un moeme t,Neutre
On est parti pour une descente,Neutre
J’suis d’accord sur les fondamentaux mais il nous réserve tjs des surprises,Neutre
on aura un bon rapport des stock mais je suis persuadé que ca ne vas pas faire bouger de beaucoup le prix,Neutre
Wait and see,Neutre
logiquement ca va chercher mes 71,Neutre
"Le cessez le feu avance en Israël, on aura ptre droit à une dernière poussée haussière puis chute du cours…?",Neutre
L oracle !,Neutre
"Je vais tenter un petit achat, c’est risqué donc SL court",Neutre
On vient de combler un vide d'air bien visible sur le graph 1 an 🤗😂🤣,Neutre
"Aah de retour, toutes les petrolieres ont atteinte leurs supports et tu vois le wti monter en fleche dans quelques heures semaines mois ça na pas changé 😃",Neutre
Je le vois monter a 74,Neutre
le wti devient le gaz dans ses mouvements,Neutre
C’est quand meme bizard a chaque fois que l’on repart chercher en haut on redescend direct.,Positif
surtout qu'il n'a aucune raison de chuter autant,Neutre
claude chauvet cessez le feu au Liban et la production qui va augmenter bientôt,Neutre
Pk autant de baisse ? Et ca veux pas directement repartir 🤦🏻‍♂️,Neutre
Moment d’acheter pour moi,Neutre
On achete maintenant et on vend a 72 ?,Neutre
Short tp68,Neutre
"Ca va faire la meme chose toute la semaine, session eu &gt; achat, session us &gt; vente, yoyo entre 68 et 69 avec point de vigilence si cassure jusqua jeudi..",Neutre
Achat,Neutre
lol,Positif
ouais j’etais parti sur 69 aussi,Neutre
Tp validé,Neutre
je ris jaune il me saoul ce pétrole,Neutre
🤣 faut le fuir il va chuter,Neutre
.618 fibo a voir si les americains vont pousser vers le haut ou tirer vers le bas..,Neutre
Vos avis pour cette semain ? 71 dans un premier temps ou continuation baissiere ? Ou on maintient le range,Neutre
"Ca pue la baisse a louverture americiane, en range 69,3 - 68,3 depuis 3j, surement en attente des annonces l’OPEC",Neutre
"Feder Feder comme écrit avant, si cassure des 68.2, serait un bon début pour aller chercher les 67.8 voir même la zone des 67.6 ou 67.5. Mais peut être pas aujourd'hui",Neutre
Je vois bien un mouvement violent sous les 68,Négatif
Mais j’ai ptre un biais baissier j’avou,Neutre
Ca va monter a 71 tenez vous pret demain on y sera,Neutre
"Allé je me mouille, demain on passe sous les 67 😳",Neutre
autant? Après cela reste envisageable,Neutre
Le lâché prise du vendredi …,Neutre
Consolidation,Neutre
"Pour ceux qui aiment le risque : short en dessous proche de 69.4 soit 69.2 par exemple avec un TP à 67.8, un SL à 69.8. Pour les plus prudents achat à 68 TP 71.1. Qu'en pensez vous ?",Neutre
70,Neutre
je ne pense pas mais qui sait ?,Neutre
Un rebond serait pas trop mal,Neutre
il commence à me faire douter,Neutre
"Bonjour à vous tous :) , j’ai une question ! Est ceque le wti descendra encore ?vous pensez qu’il vas atteindre les 63???",Positif
Moi je pense maximum 65,Neutre
"Si tu regardes en daily ça fait plusieurs fois qu’il bute sur 65, pas impossible que ce support soi cassé",Négatif
"Hello, quel est votre point de vue sur le wti? Vas T’il descendre encore plus?",Neutre
Bon ben là ça pue. Ça va dégringoler je crois bien,Neutre
J’aurais bien vu un 70 70.20 avec le rapport des stocks poir ensuite revoir 68.3 mais on a pas vu grand chose,Positif
"Je pensais comme toi, mais là je change mon fusil d’épaule car il n’a pas bougé",Neutre
il va bouger c’est sur mais la demande est vendeuse,Neutre
Il y a eu l accord d un cessez le feu israel cette nuit .. ca peut encore baisser je pense,Neutre
"Non c’est déjà pricé, il se prépare à remonter pour de bon. Enfin j’espère",Neutre
70.20 et tu vas voir tout le monde vas reprendre une vente a cette resistance et on vas revoir 68 on connait la musique depuis un moeme t,Neutre
On est parti pour une descente,Neutre
J’suis d’accord sur les fondamentaux mais il nous réserve tjs des surprises,Neutre
on aura un bon rapport des stock mais je suis persuadé que ca ne vas pas faire bouger de beaucoup le prix,Neutre
Wait and see,Neutre
logiquement ca va chercher mes 71,Neutre
"Le cessez le feu avance en Israël, on aura ptre droit à une dernière poussée haussière puis chute du cours…?",Neutre
L oracle !,Neutre
"Je vais tenter un petit achat, c’est risqué donc SL court",Neutre
On vient de combler un vide d'air bien visible sur le graph 1 an 🤗😂🤣,Neutre
"Aah de retour, toutes les petrolieres ont atteinte leurs supports et tu vois le wti monter en fleche dans quelques heures semaines mois ça na pas changé 😃",Neutre
Je le vois monter a 74,Neutre
le wti devient le gaz dans ses mouvements,Neutre
C’est quand meme bizard a chaque fois que l’on repart chercher en haut on redescend direct.,Positif
surtout qu'il n'a aucune raison de chuter autant,Neutre
claude chauvet cessez le feu au Liban et la production qui va augmenter bientôt,Neutre
Pk autant de baisse ? Et ca veux pas directement repartir 🤦🏻‍♂️,Neutre
Moment d’acheter pour moi,Neutre
On achete maintenant et on vend a 72 ?,Neutre
Short tp68,Neutre
"Ca va faire la meme chose toute la semaine, session eu &gt; achat, session us &gt; vente, yoyo entre 68 et 69 avec point de vigilence si cassure jusqua jeudi..",Neutre
Achat,Neutre
lol,Positif
ouais j’etais parti sur 69 aussi,Neutre
Tp validé,Neutre
je ris jaune il me saoul ce pétrole,Neutre
🤣 faut le fuir il va chuter,Neutre
.618 fibo a voir si les americains vont pousser vers le haut ou tirer vers le bas..,Neutre
Vos avis pour cette semain ? 71 dans un premier temps ou continuation baissiere ? Ou on maintient le range,Neutre
"Ca pue la baisse a louverture americiane, en range 69,3 - 68,3 depuis 3j, surement en attente des annonces l’OPEC",Neutre
"Feder Feder comme écrit avant, si cassure des 68.2, serait un bon début pour aller chercher les 67.8 voir même la zone des 67.6 ou 67.5. Mais peut être pas aujourd'hui",Neutre
Je vois bien un mouvement violent sous les 68,Négatif
Mais j’ai ptre un biais baissier j’avou,Neutre
Ca va monter a 71 tenez vous pret demain on y sera,Neutre
"Allé je me mouille, demain on passe sous les 67 😳",Neutre
autant? Après cela reste envisageable,Neutre
Le lâché prise du vendredi …,Neutre
Consolidation,Neutre
"Pour ceux qui aiment le risque : short en dessous proche de 69.4 soit 69.2 par exemple avec un TP à 67.8, un SL à 69.8. Pour les plus prudents achat à 68 TP 71.1. Qu'en pensez vous ?",Neutre
70,Neutre
je ne pense pas mais qui sait ?,Neutre
Un rebond serait pas trop mal,Neutre
il commence à me faire douter,Neutre
"Bonjour à vous tous :) , j’ai une question ! Est ceque le wti descendra encore ?vous pensez qu’il vas atteindre les 63???",Positif
Moi je pense maximum 65,Neutre
"Si tu regardes en daily ça fait plusieurs fois qu’il bute sur 65, pas impossible que ce support soi cassé",Négatif
"Hello, quel est votre point de vue sur le wti? Vas T’il descendre encore plus?",Neutre
Bon ben là ça pue. Ça va dégringoler je crois bien,Neutre
J’aurais bien vu un 70 70.20 avec le rapport des stocks poir ensuite revoir 68.3 mais on a pas vu grand chose,Positif
"Je pensais comme toi, mais là je change mon fusil d’épaule car il n’a pas bougé",Neutre
il va bouger c’est sur mais la demande est vendeuse,Neutre
Il y a eu l accord d un cessez le feu israel cette nuit .. ca peut encore baisser je pense,Neutre
"Non c’est déjà pricé, il se prépare à remonter pour de bon. Enfin j’espère",Neutre
70.20 et tu vas voir tout le monde vas reprendre une vente a cette resistance et on vas revoir 68 on connait la musique depuis un moeme t,Neutre
On est parti pour une descente,Neutre
J’suis d’accord sur les fondamentaux mais il nous réserve tjs des surprises,Neutre
on aura un bon rapport des stock mais je suis persuadé que ca ne vas pas faire bouger de beaucoup le prix,Neutre
Wait and see,Neutre
logiquement ca va chercher mes 71,Neutre
"Le cessez le feu avance en Israël, on aura ptre droit à une dernière poussée haussière puis chute du cours…?",Neutre
L oracle !,Neutre
"Je vais tenter un petit achat, c’est risqué donc SL court",Neutre
On vient de combler un vide d'air bien visible sur le graph 1 an 🤗😂🤣,Neutre
